ugc,type,name,state
LAZ001,public,Caddo,LA
LAZ002,public,Bossier,LA
LAZ003,public,Webster,LA
LAZ004,public,Claiborne,LA
LAZ005,public,Lincoln,LA
LAZ006,public,Union,LA
LAZ007,public,Morehouse,LA
LAZ008,public,West Carroll,LA
LAZ009,public,East Carroll,LA
LAZ010,public,De Soto,LA
LAZ011,public,Red River,LA
LAZ012,public,Bienville,LA
LAZ013,public,Jackson,LA
LAZ014,public,Ouachita,LA
LAZ015,public,Richland,LA
LAZ016,public,Madison,LA
LAZ017,public,Sabine,LA
LAZ018,public,Natchitoches,LA
LAZ019,public,Winn,LA
LAZ020,public,Grant,LA
LAZ021,public,Caldwell,LA
LAZ022,public,La Salle,LA
LAZ023,public,Franklin,LA
LAZ024,public,Catahoula,LA
LAZ025,public,Tensas,LA
LAZ026,public,Concordia,LA
LAZ027,public,Vernon,LA
LAZ028,public,Rapides,LA
LAZ029,public,Avoyelles,LA
LAZ030,public,Beauregard,LA
LAZ031,public,Allen,LA
LAZ032,public,Evangeline,LA
LAZ033,public,St. Landry,LA
LAZ034,public,Pointe Coupee,LA
LAZ035,public,West Feliciana,LA
LAZ036,public,East Feliciana,LA
LAZ037,public,St. Helena,LA
LAZ039,public,Washington,LA
LAZ041,public,Calcasieu,LA
LAZ042,public,Jefferson Davis,LA
LAZ043,public,Acadia,LA
LAZ044,public,Lafayette,LA
LAZ045,public,Upper St. Martin,LA
LAZ046,public,Iberville,LA
LAZ047,public,West Baton Rouge,LA
LAZ048,public,East Baton Rouge,LA
LAZ052,public,Vermilion,LA
LAZ053,public,Iberia,LA
LAZ054,public,St. Mary,LA
LAZ055,public,Lower St. Martin,LA
LAZ056,public,Assumption,LA
LAZ057,public,St. James,LA
LAZ058,public,St. John The Baptist,LA
LAZ059,public,Upper Lafourche,LA
LAZ060,public,St. Charles,LA
LAZ064,public,Upper St. Bernard,LA
LAZ065,public,Upper Terrebonne,LA
LAZ066,public,Lower Terrebonne,LA
LAZ067,public,Lower Lafourche,LA
LAZ068,public,Coastal Jefferson,LA
LAZ069,public,Lower Plaquemines,LA
LAZ070,public,Lower St. Bernard,LA
LAZ071,public,Northern Tangipahoa,LA
LAZ073,public,West Cameron,LA
LAZ074,public,East Cameron,LA
LAZ076,public,Southeast St. Tammany,LA
LAZ077,public,Western Orleans,LA
LAZ078,public,Eastern Orleans,LA
LAZ079,public,Northern St. Tammany,LA
LAZ080,public,Southwestern St. Tammany,LA
LAZ081,public,Central Tangipahoa,LA
LAZ082,public,Lower Tangipahoa,LA
LAZ083,public,Northern Livingston,LA
LAZ084,public,Southern Livingston,LA
LAZ085,public,Western Ascension,LA
LAZ086,public,Eastern Ascension,LA
LAZ087,public,Upper Jefferson,LA
LAZ088,public,Lower Jefferson,LA
LAZ089,public,Upper Plaquemines,LA
LAZ090,public,Central Plaquemines,LA
MAZ001,public,Northern Berkshire,MA
MAZ002,public,Western Franklin,MA
MAZ003,public,Eastern Franklin,MA
MAZ004,public,Northern Worcester,MA
MAZ005,public,Central Middlesex County,MA
MAZ006,public,Western Essex,MA
MAZ007,public,Eastern Essex,MA
MAZ008,public,Western Hampshire,MA
MAZ009,public,Western Hampden,MA
MAZ010,public,Eastern Hampshire,MA
MAZ011,public,Eastern Hampden,MA
MAZ012,public,Southern Worcester,MA
MAZ013,public,Western Norfolk,MA
MAZ014,public,Southeast Middlesex,MA
MAZ015,public,Suffolk,MA
MAZ016,public,Eastern Norfolk,MA
MAZ017,public,Northern Bristol,MA
MAZ018,public,Western Plymouth,MA
MAZ019,public,Eastern Plymouth,MA
MAZ020,public,Southern Bristol,MA
MAZ021,public,Southern Plymouth,MA
MAZ022,public,Barnstable,MA
MAZ023,public,Dukes,MA
MAZ024,public,Nantucket,MA
MAZ025,public,Southern Berkshire,MA
MAZ026,public,Northwest Middlesex County,MA
MDZ001,public,Garrett,MD
MDZ003,public,Washington,MD
MDZ004,public,Frederick,MD
MDZ005,public,Carroll,MD
MDZ006,public,Northern Baltimore,MD
MDZ008,public,Cecil,MD
MDZ011,public,Southern Baltimore,MD
MDZ012,public,Kent,MD
MDZ013,public,Prince Georges,MD
MDZ014,public,Anne Arundel,MD
MDZ015,public,Queen Anne's,MD
MDZ016,public,Charles,MD
MDZ017,public,St. Marys,MD
MDZ018,public,Calvert,MD
MDZ019,public,Talbot,MD
MDZ020,public,Caroline,MD
MDZ021,public,Dorchester,MD
MDZ022,public,Wicomico,MD
MDZ023,public,Somerset,MD
MDZ024,public,Inland Worcester,MD
MDZ025,public,Maryland Beaches,MD
MDZ501,public,Extreme Western Allegany,MD
MDZ502,public,Central and Eastern Allegany,MD
MDZ503,public,Northwest Montgomery,MD
MDZ504,public,Central and Southeast Montgomery,MD
MDZ505,public,Northwest Howard,MD
MDZ506,public,Central and Southeast Howard,MD
MDZ507,public,Northwest Harford,MD
MDZ508,public,Southeast Harford,MD
MEZ001,public,Northwest Aroostook,ME
MEZ002,public,Northeast Aroostook,ME
MEZ003,public,Northern Somerset,ME
MEZ004,public,Northern Piscataquis,ME
MEZ005,public,Northern Penobscot,ME
MEZ006,public,Southeast Aroostook,ME
MEZ007,public,Northern Oxford,ME
MEZ008,public,Northern Franklin,ME
MEZ009,public,Central Somerset,ME
MEZ010,public,Central Piscataquis,ME
MEZ011,public,Central Penobscot,ME
MEZ012,public,Southern Oxford,ME
MEZ013,public,Southern Franklin,ME
MEZ014,public,Southern Somerset,ME
MEZ015,public,Southern Penobscot,ME
MEZ016,public,Interior Hancock,ME
MEZ017,public,Central Washington,ME
MEZ018,public,Interior York,ME
MEZ019,public,Central Interior Cumberland,ME
MEZ020,public,Androscoggin,ME
MEZ021,public,Kennebec,ME
MEZ022,public,Interior Waldo,ME
MEZ023,public,Coastal York,ME
MEZ024,public,Coastal Cumberland,ME
MEZ025,public,Sagadahoc,ME
MEZ026,public,Lincoln,ME
MEZ027,public,Knox,ME
MEZ028,public,Coastal Waldo,ME
MEZ029,public,Coastal Hancock,ME
MEZ030,public,Coastal Washington,ME
MEZ031,public,Southern Piscataquis,ME
MEZ032,public,Northern Washington,ME
MEZ033,public,Interior Cumberland Highlands,ME
MHZ001,public,Arno,MH
MHZ002,public,Majuro,MH
MHZ003,public,Wotje,MH
MHZ004,public,Mili,MH
MHZ005,public,Utrok,MH
MHZ006,public,Jaluit,MH
MHZ007,public,Ailinglaplap,MH
MHZ008,public,Kwajalein,MH
MHZ009,public,Ujae,MH
MHZ010,public,Enewetak,MH
MIZ001,public,Keweenaw,MI
MIZ002,public,Ontonagon,MI
MIZ003,public,Houghton,MI
MIZ004,public,Baraga,MI
MIZ005,public,Marquette,MI
MIZ006,public,Alger,MI
MIZ007,public,Luce,MI
MIZ009,public,Gogebic,MI
MIZ010,public,Iron,MI
MIZ011,public,Dickinson,MI
MIZ012,public,Menominee,MI
MIZ013,public,Delta,MI
MIZ014,public,Southern Schoolcraft,MI
MIZ016,public,Emmet,MI
MIZ017,public,Cheboygan,MI
MIZ018,public,Presque Isle,MI
MIZ020,public,Leelanau,MI
MIZ021,public,Antrim,MI
MIZ022,public,Otsego,MI
MIZ023,public,Montmorency,MI
MIZ024,public,Alpena,MI
MIZ025,public,Benzie,MI
MIZ026,public,Grand Traverse,MI
MIZ027,public,Kalkaska,MI
MIZ028,public,Crawford,MI
MIZ029,public,Oscoda,MI
MIZ030,public,Alcona,MI
MIZ031,public,Manistee,MI
MIZ032,public,Wexford,MI
MIZ033,public,Missaukee,MI
MIZ034,public,Roscommon,MI
MIZ035,public,Ogemaw,MI
MIZ036,public,Iosco,MI
MIZ037,public,Mason,MI
MIZ038,public,Lake,MI
MIZ039,public,Osceola,MI
MIZ040,public,Clare,MI
MIZ041,public,Gladwin,MI
MIZ042,public,Arenac,MI
MIZ043,public,Oceana,MI
MIZ044,public,Newaygo,MI
MIZ045,public,Mecosta,MI
MIZ046,public,Isabella,MI
MIZ047,public,Midland,MI
MIZ048,public,Bay,MI
MIZ049,public,Huron,MI
MIZ050,public,Muskegon,MI
MIZ051,public,Montcalm,MI
MIZ052,public,Gratiot,MI
MIZ053,public,Saginaw,MI
MIZ054,public,Tuscola,MI
MIZ055,public,Sanilac,MI
MIZ056,public,Ottawa,MI
MIZ057,public,Kent,MI
MIZ058,public,Ionia,MI
MIZ059,public,Clinton,MI
MIZ060,public,Shiawassee,MI
MIZ061,public,Genesee,MI
MIZ062,public,Lapeer,MI
MIZ063,public,St. Clair,MI
MIZ064,public,Allegan,MI
MIZ065,public,Barry,MI
MIZ066,public,Eaton,MI
MIZ067,public,Ingham,MI
MIZ068,public,Livingston,MI
MIZ069,public,Oakland,MI
MIZ070,public,Macomb,MI
MIZ071,public,Van Buren,MI
MIZ072,public,Kalamazoo,MI
MIZ073,public,Calhoun,MI
MIZ074,public,Jackson,MI
MIZ075,public,Washtenaw,MI
MIZ076,public,Wayne,MI
MIZ078,public,Cass,MI
MIZ079,public,St. Joseph,MI
MIZ080,public,Branch,MI
MIZ081,public,Hillsdale,MI
MIZ082,public,Lenawee,MI
MIZ083,public,Monroe,MI
MIZ084,public,Southern Houghton,MI
MIZ085,public,Northern Schoolcraft,MI
MIZ086,public,Western Chippewa,MI
MIZ087,public,Central Chippewa,MI
MIZ088,public,Southeast Chippewa,MI
MIZ095,public,Western Mackinac,MI
MIZ096,public,Eastern Mackinac,MI
MIZ097,public,Mackinac Island/Bois Blanc Island,MI
MIZ098,public,Beaver Island and surrounding islands,MI
MIZ099,public,Charlevoix,MI
MIZ177,public,Northern Berrien,MI
MIZ277,public,Southern Berrien,MI
MNZ001,public,West Polk,MN
MNZ002,public,Norman,MN
MNZ003,public,Clay,MN
MNZ004,public,Kittson,MN
MNZ005,public,Roseau,MN
MNZ006,public,Lake Of The Woods,MN
MNZ007,public,West Marshall,MN
MNZ008,public,East Marshall,MN
MNZ009,public,North Beltrami,MN
MNZ010,public,Koochiching,MN
MNZ011,public,North St. Louis,MN
MNZ012,public,Northern Cook/Northern Lake,MN
MNZ013,public,Pennington,MN
MNZ014,public,Red Lake,MN
MNZ015,public,East Polk,MN
MNZ016,public,North Clearwater,MN
MNZ017,public,South Beltrami,MN
MNZ018,public,North Itasca,MN
MNZ019,public,Central St. Louis,MN
MNZ020,public,Southern Lake/North Shore,MN
MNZ021,public,Southern Cook/North Shore,MN
MNZ022,public,Mahnomen,MN
MNZ023,public,South Clearwater,MN
MNZ024,public,Hubbard,MN
MNZ025,public,North Cass,MN
MNZ026,public,South Itasca,MN
MNZ027,public,West Becker,MN
MNZ028,public,East Becker,MN
MNZ029,public,Wilkin,MN
MNZ030,public,West Otter Tail,MN
MNZ031,public,East Otter Tail,MN
MNZ032,public,Wadena,MN
MNZ033,public,South Cass,MN
MNZ034,public,Crow Wing,MN
MNZ035,public,Northern Aitkin,MN
MNZ036,public,South Aitkin,MN
MNZ037,public,Carlton/South St. Louis,MN
MNZ038,public,Pine,MN
MNZ039,public,Traverse,MN
MNZ040,public,Grant,MN
MNZ041,public,Douglas,MN
MNZ042,public,Todd,MN
MNZ043,public,Morrison,MN
MNZ044,public,Mille Lacs,MN
MNZ045,public,Kanabec,MN
MNZ046,public,Big Stone,MN
MNZ047,public,Stevens,MN
MNZ048,public,Pope,MN
MNZ049,public,Stearns,MN
MNZ050,public,Benton,MN
MNZ051,public,Sherburne,MN
MNZ052,public,Isanti,MN
MNZ053,public,Chisago,MN
MNZ054,public,Lac Qui Parle,MN
MNZ055,public,Swift,MN
MNZ056,public,Chippewa,MN
MNZ057,public,Kandiyohi,MN
MNZ058,public,Meeker,MN
MNZ059,public,Wright,MN
MNZ060,public,Hennepin,MN
MNZ061,public,Anoka,MN
MNZ062,public,Ramsey,MN
MNZ063,public,Washington,MN
MNZ064,public,Yellow Medicine,MN
MNZ065,public,Renville,MN
MNZ066,public,McLeod,MN
MNZ067,public,Sibley,MN
MNZ068,public,Carver,MN
MNZ069,public,Scott,MN
MNZ070,public,Dakota,MN
MNZ071,public,Lincoln,MN
MNZ072,public,Lyon,MN
MNZ073,public,Redwood,MN
MNZ074,public,Brown,MN
MNZ075,public,Nicollet,MN
MNZ076,public,Le Sueur,MN
MNZ077,public,Rice,MN
MNZ078,public,Goodhue,MN
MNZ079,public,Wabasha,MN
MNZ080,public,Murray,MN
MNZ081,public,Cottonwood,MN
MNZ082,public,Watonwan,MN
MNZ083,public,Blue Earth,MN
MNZ084,public,Waseca,MN
MNZ085,public,Steele,MN
MNZ086,public,Dodge,MN
MNZ087,public,Olmsted,MN
MNZ088,public,Winona,MN
MNZ089,public,Nobles,MN
MNZ090,public,Jackson,MN
MNZ091,public,Martin,MN
MNZ092,public,Faribault,MN
MNZ093,public,Freeborn,MN
MNZ094,public,Mower,MN
MNZ095,public,Fillmore,MN
MNZ096,public,Houston,MN
MNZ097,public,Pipestone,MN
MNZ098,public,Rock,MN
MOZ001,public,Atchison,MO
MOZ002,public,Nodaway,MO
MOZ003,public,Worth,MO
MOZ004,public,Gentry,MO
MOZ005,public,Harrison,MO
MOZ006,public,Mercer,MO
MOZ007,public,Putnam,MO
MOZ008,public,Schuyler,MO
MOZ009,public,Scotland,MO
MOZ010,public,Clark,MO
MOZ011,public,Holt,MO
MOZ012,public,Andrew,MO
MOZ013,public,De Kalb,MO
MOZ014,public,Daviess,MO
MOZ015,public,Grundy,MO
MOZ016,public,Sullivan,MO
MOZ017,public,Adair,MO
MOZ018,public,Knox,MO
MOZ019,public,Lewis,MO
MOZ020,public,Buchanan,MO
MOZ021,public,Clinton,MO
MOZ022,public,Caldwell,MO
MOZ023,public,Livingston,MO
MOZ024,public,Linn,MO
MOZ025,public,Macon,MO
MOZ026,public,Shelby,MO
MOZ027,public,Marion,MO
MOZ028,public,Platte,MO
MOZ029,public,Clay,MO
MOZ030,public,Ray,MO
MOZ031,public,Carroll,MO
MOZ032,public,Chariton,MO
MOZ033,public,Randolph,MO
MOZ034,public,Monroe,MO
MOZ035,public,Ralls,MO
MOZ036,public,Pike,MO
MOZ037,public,Jackson,MO
MOZ038,public,Lafayette,MO
MOZ039,public,Saline,MO
MOZ040,public,Howard,MO
MOZ041,public,Boone,MO
MOZ042,public,Audrain,MO
MOZ043,public,Cass,MO
MOZ044,public,Johnson,MO
MOZ045,public,Pettis,MO
MOZ046,public,Cooper,MO
MOZ047,public,Moniteau,MO
MOZ048,public,Cole,MO
MOZ049,public,Osage,MO
MOZ050,public,Callaway,MO
MOZ051,public,Montgomery,MO
MOZ052,public,Lincoln,MO
MOZ053,public,Bates,MO
MOZ054,public,Henry,MO
MOZ055,public,Benton,MO
MOZ056,public,Morgan,MO
MOZ057,public,Miller,MO
MOZ058,public,Maries,MO
MOZ059,public,Gasconade,MO
MOZ060,public,Warren,MO
MOZ061,public,St. Charles,MO
MOZ062,public,Franklin,MO
MOZ063,public,St. Louis,MO
MOZ064,public,St. Louis City,MO
MOZ065,public,Jefferson,MO
MOZ066,public,Vernon,MO
MOZ067,public,St. Clair,MO
MOZ068,public,Hickory,MO
MOZ069,public,Camden,MO
MOZ070,public,Pulaski,MO
MOZ071,public,Phelps,MO
MOZ072,public,Crawford,MO
MOZ073,public,Washington,MO
MOZ074,public,St. Francois,MO
MOZ075,public,Ste. Genevieve,MO
MOZ076,public,Perry,MO
MOZ077,public,Barton,MO
MOZ078,public,Cedar,MO
MOZ079,public,Polk,MO
MOZ080,public,Dallas,MO
MOZ081,public,Laclede,MO
MOZ082,public,Texas,MO
MOZ083,public,Dent,MO
MOZ084,public,Iron,MO
MOZ085,public,Madison,MO
MOZ086,public,Bollinger,MO
MOZ087,public,Cape Girardeau,MO
MOZ088,public,Jasper,MO
MOZ089,public,Dade,MO
MOZ090,public,Greene,MO
MOZ091,public,Webster,MO
MOZ092,public,Wright,MO
MOZ093,public,Newton,MO
MOZ094,public,Lawrence,MO
MOZ095,public,Christian,MO
MOZ096,public,Douglas,MO
MOZ097,public,Howell,MO
MOZ098,public,Shannon,MO
MOZ099,public,Reynolds,MO
MOZ100,public,Wayne,MO
MOZ101,public,McDonald,MO
MOZ102,public,Barry,MO
MOZ103,public,Stone,MO
MOZ104,public,Taney,MO
MOZ105,public,Ozark,MO
MOZ106,public,Oregon,MO
MOZ107,public,Carter,MO
MOZ108,public,Ripley,MO
MOZ109,public,Butler,MO
MOZ110,public,Stoddard,MO
MOZ111,public,Scott,MO
MOZ112,public,Mississippi,MO
MOZ113,public,Dunklin,MO
MOZ114,public,New Madrid,MO
MOZ115,public,Pemiscot,MO
MPZ001,public,Rota,MP
MPZ002,public,Tinian,MP
MPZ003,public,Saipan,MP
MPZ004,public,Anatahan,MP
MPZ005,public,Alamagan,MP
MPZ006,public,Pagan,MP
MPZ007,public,Agrihan,MP
MSZ001,public,DeSoto,MS
MSZ002,public,Marshall,MS
MSZ003,public,Benton,MS
MSZ004,public,Tippah,MS
MSZ005,public,Alcorn,MS
MSZ006,public,Tishomingo,MS
MSZ007,public,Tunica,MS
MSZ008,public,Tate,MS
MSZ009,public,Prentiss,MS
MSZ010,public,Coahoma,MS
MSZ011,public,Quitman,MS
MSZ012,public,Panola,MS
MSZ013,public,Lafayette,MS
MSZ014,public,Union,MS
MSZ015,public,Pontotoc,MS
MSZ016,public,Lee,MS
MSZ017,public,Itawamba,MS
MSZ018,public,Bolivar,MS
MSZ019,public,Sunflower,MS
MSZ020,public,Tallahatchie,MS
MSZ021,public,Yalobusha,MS
MSZ022,public,Calhoun,MS
MSZ023,public,Chickasaw,MS
MSZ024,public,Monroe,MS
MSZ025,public,Leflore,MS
MSZ026,public,Grenada,MS
MSZ027,public,Carroll,MS
MSZ028,public,Montgomery,MS
MSZ029,public,Webster,MS
MSZ030,public,Clay,MS
MSZ031,public,Lowndes,MS
MSZ032,public,Choctaw,MS
MSZ033,public,Oktibbeha,MS
MSZ034,public,Washington,MS
MSZ035,public,Humphreys,MS
MSZ036,public,Holmes,MS
MSZ037,public,Attala,MS
MSZ038,public,Winston,MS
MSZ039,public,Noxubee,MS
MSZ040,public,Issaquena,MS
MSZ041,public,Sharkey,MS
MSZ042,public,Yazoo,MS
MSZ043,public,Madison,MS
MSZ044,public,Leake,MS
MSZ045,public,Neshoba,MS
MSZ046,public,Kemper,MS
MSZ047,public,Warren,MS
MSZ048,public,Hinds,MS
MSZ049,public,Rankin,MS
MSZ050,public,Scott,MS
MSZ051,public,Newton,MS
MSZ052,public,Lauderdale,MS
MSZ053,public,Claiborne,MS
MSZ054,public,Copiah,MS
MSZ055,public,Simpson,MS
MSZ056,public,Smith,MS
MSZ057,public,Jasper,MS
MSZ058,public,Clarke,MS
MSZ059,public,Jefferson,MS
MSZ060,public,Adams,MS
MSZ061,public,Franklin,MS
MSZ062,public,Lincoln,MS
MSZ063,public,Lawrence,MS
MSZ064,public,Jefferson Davis,MS
MSZ065,public,Covington,MS
MSZ066,public,Jones,MS
MSZ067,public,Wayne,MS
MSZ068,public,Wilkinson,MS
MSZ069,public,Amite,MS
MSZ070,public,Pike,MS
MSZ071,public,Walthall,MS
MSZ072,public,Marion,MS
MSZ073,public,Lamar,MS
MSZ074,public,Forrest,MS
MSZ075,public,Perry,MS
MSZ076,public,Greene,MS
MSZ077,public,Pearl River,MS
MSZ078,public,Stone,MS
MSZ079,public,George,MS
MSZ080,public,Hancock,MS
MSZ081,public,Harrison,MS
MSZ082,public,Jackson,MS
MTZ001,public,Kootenai/Cabinet Region,MT
MTZ002,public,West Glacier Region,MT
MTZ003,public,Flathead/Mission Valleys,MT
MTZ004,public,Lower Clark Fork Region,MT
MTZ005,public,Missoula/Bitterroot Valleys,MT
MTZ006,public,Bitterroot/Sapphire Mountains,MT
MTZ007,public,Butte/Blackfoot Region,MT
MTZ016,public,Central and Southeast Phillips,MT
MTZ017,public,Central and Southern Valley,MT
MTZ018,public,Daniels,MT
MTZ019,public,Sheridan,MT
MTZ020,public,Western Roosevelt,MT
MTZ021,public,Petroleum,MT
MTZ022,public,Garfield,MT
MTZ023,public,McCone,MT
MTZ024,public,Richland,MT
MTZ025,public,Dawson,MT
MTZ026,public,Prairie,MT
MTZ027,public,Wibaux,MT
MTZ029,public,Musselshell,MT
MTZ030,public,Treasure,MT
MTZ031,public,Northern Rosebud,MT
MTZ032,public,Custer,MT
MTZ033,public,Fallon,MT
MTZ034,public,Northern Stillwater,MT
MTZ036,public,Powder River,MT
MTZ037,public,Carter,MT
MTZ040,public,Northern Park,MT
MTZ042,public,Golden Valley,MT
MTZ043,public,Potomac/Seeley Lake Region,MT
MTZ056,public,Red Lodge Foothills,MT
MTZ057,public,Northern Big Horn,MT
MTZ058,public,Southern Rosebud,MT
MTZ059,public,Northern Phillips,MT
MTZ060,public,Southwest Phillips,MT
MTZ061,public,Northern Valley,MT
MTZ062,public,Eastern Roosevelt,MT
MTZ063,public,Judith Gap,MT
MTZ064,public,Paradise Valley,MT
MTZ065,public,Livingston Area,MT
MTZ066,public,Beartooth Foothills,MT
MTZ067,public,Absaroka/Beartooth Mountains,MT
MTZ068,public,Crazy Mountains,MT
MTZ138,public,Southern Big Horn,MT
MTZ139,public,Southeastern Carbon,MT
MTZ141,public,Northern Sweet Grass,MT
MTZ169,public,Bighorn Canyon,MT
MTZ170,public,Northern Carbon,MT
MTZ171,public,Pryor/Northern Bighorn Mountains,MT
MTZ172,public,Melville Foothills,MT
MTZ173,public,Northeastern Yellowstone,MT
MTZ228,public,Southern Wheatland,MT
MTZ235,public,Southwestern Yellowstone,MT
MTZ301,public,East Glacier Park Region,MT
MTZ302,public,Northern High Plains,MT
MTZ303,public,"Eastern Glacier, Western Toole, and Central Pondera",MT
MTZ304,public,Eastern Toole and Liberty,MT
MTZ305,public,Hill County,MT
MTZ306,public,Northern Blaine County,MT
MTZ307,public,Southern Rocky Mountain Front,MT
MTZ308,public,Southern High Plains,MT
MTZ309,public,Eastern Pondera and Eastern Teton,MT
MTZ310,public,Western and Central Chouteau County,MT
MTZ311,public,Bears Paw Mountains and Southern Blaine,MT
MTZ312,public,Cascade County below 5000ft,MT
MTZ313,public,Judith Basin County and Judith Gap,MT
MTZ314,public,Fergus County below 4500ft,MT
MTZ315,public,Upper Blackfoot and MacDonald Pass,MT
MTZ316,public,Gates of the Mountains,MT
MTZ317,public,Little Belt and Highwood Mountains,MT
MTZ318,public,Snowy and Judith Mountains,MT
MTZ319,public,Helena Valley,MT
MTZ320,public,"Big Belt, Bridger and Castle Mountains",MT
MTZ321,public,Meagher County Valleys,MT
MTZ322,public,Elkhorn and Boulder Mountains,MT
MTZ323,public,Canyon Ferry Area,MT
MTZ324,public,Missouri Headwaters,MT
MTZ325,public,Madison River Valley,MT
MTZ326,public,Gallatin Valley,MT
MTZ327,public,Northwest Beaverhead County,MT
MTZ328,public,Beaverhead and Western Madison below 6000ft,MT
MTZ329,public,Ruby Mountains and Southern Beaverhead Mountains,MT
MTZ330,public,Gallatin and Madison County Mountains and Centennial Mountains,MT
NCZ001,public,Ashe,NC
NCZ002,public,Alleghany,NC
NCZ003,public,Surry,NC
NCZ004,public,Stokes,NC
NCZ005,public,Rockingham,NC
NCZ006,public,Caswell,NC
NCZ007,public,Person,NC
NCZ008,public,Granville,NC
NCZ009,public,Vance,NC
NCZ010,public,Warren,NC
NCZ011,public,Halifax,NC
NCZ012,public,Northampton,NC
NCZ013,public,Hertford,NC
NCZ014,public,Gates,NC
NCZ015,public,Pasquotank,NC
NCZ016,public,Camden,NC
NCZ017,public,Western Currituck,NC
NCZ018,public,Watauga,NC
NCZ019,public,Wilkes,NC
NCZ020,public,Yadkin,NC
NCZ021,public,Forsyth,NC
NCZ022,public,Guilford,NC
NCZ023,public,Alamance,NC
NCZ024,public,Orange,NC
NCZ025,public,Durham,NC
NCZ026,public,Franklin,NC
NCZ027,public,Nash,NC
NCZ028,public,Edgecombe,NC
NCZ029,public,Martin,NC
NCZ030,public,Bertie,NC
NCZ031,public,Chowan,NC
NCZ032,public,Perquimans,NC
NCZ033,public,Avery,NC
NCZ035,public,Alexander,NC
NCZ036,public,Iredell,NC
NCZ037,public,Davie,NC
NCZ038,public,Davidson,NC
NCZ039,public,Randolph,NC
NCZ040,public,Chatham,NC
NCZ041,public,Wake,NC
NCZ042,public,Johnston,NC
NCZ043,public,Wilson,NC
NCZ044,public,Pitt,NC
NCZ045,public,Washington,NC
NCZ046,public,Tyrrell,NC
NCZ047,public,Mainland Dare,NC
NCZ048,public,Madison,NC
NCZ049,public,Yancey,NC
NCZ050,public,Mitchell,NC
NCZ051,public,Swain,NC
NCZ052,public,Haywood,NC
NCZ053,public,Buncombe,NC
NCZ056,public,Catawba,NC
NCZ057,public,Rowan,NC
NCZ058,public,Graham,NC
NCZ059,public,Northern Jackson,NC
NCZ060,public,Cherokee,NC
NCZ061,public,Clay,NC
NCZ062,public,Macon,NC
NCZ063,public,Southern Jackson,NC
NCZ064,public,Transylvania,NC
NCZ065,public,Henderson,NC
NCZ068,public,Cleveland,NC
NCZ069,public,Lincoln,NC
NCZ070,public,Gaston,NC
NCZ071,public,Mecklenburg,NC
NCZ072,public,Cabarrus,NC
NCZ073,public,Stanly,NC
NCZ074,public,Montgomery,NC
NCZ075,public,Moore,NC
NCZ076,public,Lee,NC
NCZ077,public,Harnett,NC
NCZ078,public,Wayne,NC
NCZ079,public,Greene,NC
NCZ080,public,Beaufort,NC
NCZ081,public,Mainland Hyde,NC
NCZ082,public,Union,NC
NCZ083,public,Anson,NC
NCZ084,public,Richmond,NC
NCZ085,public,Scotland,NC
NCZ086,public,Hoke,NC
NCZ087,public,Robeson,NC
NCZ088,public,Cumberland,NC
NCZ089,public,Sampson,NC
NCZ090,public,Duplin,NC
NCZ091,public,Lenoir,NC
NCZ092,public,Jones,NC
NCZ094,public,Pamlico,NC
NCZ096,public,Bladen,NC
NCZ099,public,Columbus,NC
NCZ102,public,Eastern Currituck,NC
NCZ105,public,Inland Pender,NC
NCZ106,public,Coastal Pender,NC
NCZ107,public,Inland New Hanover,NC
NCZ108,public,Coastal New Hanover,NC
NCZ109,public,Inland Brunswick,NC
NCZ110,public,Coastal Brunswick,NC
NCZ193,public,Northern Craven,NC
NCZ194,public,Southern Craven,NC
NCZ195,public,West Carteret,NC
NCZ196,public,East Carteret,NC
NCZ198,public,Inland Onslow,NC
NCZ199,public,Coastal Onslow,NC
NCZ203,public,Northern Outer Banks,NC
NCZ204,public,Ocracoke Island,NC
NCZ205,public,Hatteras Island,NC
NCZ501,public,Caldwell Mountains,NC
NCZ502,public,Greater Caldwell,NC
